Level	Date and Time	Source	Event ID	Task Category
Information	10.10.2017 08:06:08	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:06:07.940
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64362
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 34.199.115.40
DestinationHostname: ec2-34-199-115-40.compute-1.amazonaws.com
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:06:08	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:06:07.719
ProcessGuid: {E4CEE641-C8CC-597E-0000-0010315E1900}
ProcessId: 1036
Image: C:\Program Files\Microsoft Office\root\Office16\ONENOTE.EXE
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64361
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 40.117.144.240
DestinationHostname: 
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:06:07	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:06:07.918
ProcessGuid: {E4CEE641-C8CF-597E-0000-00105B911900}
ProcessId: 5728
Image: C:\Windows\System32\sppsvc.exe
CommandLine: C:\WINDOWS\system32\sppsvc.exe
CurrentDirectory: C:\WINDOWS
User: NT AUTHORITY\NETWORK SERVICE
LogonGuid: {E4CEE641-C4E2-597E-0000-0020E4030000}
LogonId: 0x3E4
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=E910861720DE6EDFB5CC6158CE3C7E17,SHA256=526BA8EEB9EE5312FEC39753D728E05F49AD81132346A354C95D4D4938001E2B
ParentProcessGuid: {E4CEE641-C4E1-597E-0000-0010333E0000}
ParentProcessId: 572
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\WINDOWS\system32\services.exe"
Information	10.10.2017 08:06:07	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:06:06.721
ProcessGuid: {E4CEE641-C8CC-597E-0000-0010315E1900}
ProcessId: 1036
Image: C:\Program Files\Microsoft Office\root\Office16\ONENOTE.EXE
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64360
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 23.99.116.116
DestinationHostname: 
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:06:05	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:06:05.916
ProcessGuid: {E4CEE641-C8CD-597E-0000-001045761900}
ProcessId: 6524
Image: C:\Windows\System32\SearchFilterHost.exe
CommandLine: ""C:\WINDOWS\system32\SearchFilterHost.exe"" 0 692 696 704 8192 700 
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: Medium
Hashes: MD5=938A12B3104DD57A478BFF0F05336962,SHA256=E7015BF982E45BC8E4E37328EE6C42BA47A20AAFED6BAC107B6AC83A8F753063
ParentProcessGuid: {E4CEE641-C4F4-597E-0000-0010067A0200}
ParentProcessId: 3544
ParentImage: C:\Windows\System32\SearchIndexer.exe
ParentCommandLine: C:\WINDOWS\system32\SearchIndexer.exe /Embedding"
Information	10.10.2017 08:06:05	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:06:05.839
ProcessGuid: {E4CEE641-C8CD-597E-0000-0010AB6F1900}
ProcessId: 6248
Image: C:\Windows\System32\SearchProtocolHost.exe
CommandLine: ""C:\WINDOWS\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe3_ Global\UsGthrCtrlFltPipeMssGthrPipe3 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" 
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=96CB662846932E98D3B14CBCAFD3FE30,SHA256=782C36C541B2B240042717F26617C90AF65D65A771534CBD1746C601D14FFB95
ParentProcessGuid: {E4CEE641-C4F4-597E-0000-0010067A0200}
ParentProcessId: 3544
ParentImage: C:\Windows\System32\SearchIndexer.exe
ParentCommandLine: C:\WINDOWS\system32\SearchIndexer.exe /Embedding"
Information	10.10.2017 08:06:05	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:06:04.962
ProcessGuid: {E4CEE641-C8CC-597E-0000-0010315E1900}
ProcessId: 1036
Image: C:\Program Files\Microsoft Office\root\Office16\ONENOTE.EXE
CommandLine: ""C:\Program Files\Microsoft Office\root\Office16\ONENOTE.EXE"" 
CurrentDirectory: C:\WINDOWS\system32\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=9E473F4F0F7C439DB59760C28E902751,SHA256=170FC4D8DB421CB6BF259F1A36774B240D937C1E7D629E231EBF8095A52ADF4A
ParentProcessGuid: {E4CEE641-C4FC-597E-0000-001054400300}
ParentProcessId: 4500
ParentImage: C:\Windows\explorer.exe
ParentCommandLine: C:\WINDOWS\Explorer.EXE"
Information	10.10.2017 08:05:59	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:05:59.006
ProcessGuid: {E4CEE641-C8C7-597E-0000-0010F73F1900}
ProcessId: 5724
Image: C:\Windows\System32\svchost.exe
CommandLine: C:\WINDOWS\System32\svchost.exe -k netsvcs -s Browser
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {E4CEE641-C4E1-597E-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=3120B24060924F9B94182A1432B2D7F9,SHA256=9F21E51442209BCEC0EA4A468EF8A4741685AE204D5063F4C3E45E1F8CF72643
ParentProcessGuid: {E4CEE641-C4E1-597E-0000-0010333E0000}
ParentProcessId: 572
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\WINDOWS\system32\services.exe"
Information	10.10.2017 08:05:54	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:05:54.695
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\1a87f3b4-a5e6-4019-a5bd-a63159ff4b07.tmp
CreationUtcTime: 2017-07-13 09:31:05.775
PreviousCreationUtcTime: 2017-10-10 06:05:54.695"
Information	10.10.2017 08:05:53	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:05:52.869
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64359
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 104.94.132.174
DestinationHostname: a104-94-132-174.deploy.static.akamaitechnologies.com
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:05:53	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:05:53.352
ProcessGuid: {E4CEE641-C867-597E-0000-001077E11700}
ProcessId: 5452
Image: C:\Windows\System32\backgroundTaskHost.exe"
Information	10.10.2017 08:05:48	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:05:48.070
ProcessGuid: {E4CEE641-C4E4-597E-0000-0010EB0B0100}
ProcessId: 1980
Image: c:\windows\system32\svchost.exe
TargetFilename: C:\ProgramData\USOPrivate\UpdateStore\updatestoretemp51b519d5-b6f5-4333-8df6-e74d7c9aead4.xml
CreationUtcTime: 2017-07-13 09:25:18.192
PreviousCreationUtcTime: 2017-10-10 06:05:48.023"
Information	10.10.2017 08:05:40	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:05:40.101
ProcessGuid: {E4CEE641-C877-597E-0000-001061421800}
ProcessId: 5428
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"
Information	10.10.2017 08:05:22	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:05:22.086
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\a40ffad3-b3ee-40d6-ae6b-5d4accc0f5e0.tmp
CreationUtcTime: 2017-07-13 09:31:05.775
PreviousCreationUtcTime: 2017-10-10 06:05:22.086"
Information	10.10.2017 08:05:19	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:05:18.972
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64358
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 52.91.126.60
DestinationHostname: ec2-52-91-126-60.compute-1.amazonaws.com
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:05:16	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:05:16.508
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\f757fcaf-e14e-4fe0-b35c-76f09af23bfa.tmp
CreationUtcTime: 2017-07-13 09:31:34.553
PreviousCreationUtcTime: 2017-10-10 06:05:16.508"
Information	10.10.2017 08:05:14	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:05:14.805
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\J53OE5HB4OAKAQ8JDXLB.temp
CreationUtcTime: 2017-07-13 09:31:16.620
PreviousCreationUtcTime: 2017-10-10 06:05:14.805"
Information	10.10.2017 08:05:11	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:05:11.321
ProcessGuid: {E4CEE641-C88F-597E-0000-00108DF01800}
ProcessId: 1544
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"
Information	10.10.2017 08:05:07	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:05:07.680
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\883c79bf-fd54-4546-bdd7-f899e0252af6.tmp
CreationUtcTime: 2017-07-13 09:31:05.775
PreviousCreationUtcTime: 2017-10-10 06:05:07.675"
Information	10.10.2017 08:05:07	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:05:06.384
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64357
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 52.55.166.116
DestinationHostname: ec2-52-55-166-116.compute-1.amazonaws.com
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:05:05	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:05:05.045
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64356
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 157.240.3.52
DestinationHostname: instagram-p3-shv-01-dft4.fbcdn.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:05:05	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:05:05.279
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\5504ff19-414a-4fd8-b070-6d8e26496fb8.tmp
CreationUtcTime: 2017-07-13 09:31:34.553
PreviousCreationUtcTime: 2017-10-10 06:05:05.215"
Information	10.10.2017 08:05:04	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:05:04.288
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64355
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 157.240.3.52
DestinationHostname: instagram-p3-shv-01-dft4.fbcdn.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:05:04	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:05:04.234
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64354
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 157.240.3.52
DestinationHostname: instagram-p3-shv-01-dft4.fbcdn.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:05:04	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:05:04.234
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64353
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 157.240.3.52
DestinationHostname: instagram-p3-shv-01-dft4.fbcdn.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:05:04	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:05:04.832
ProcessGuid: {E4CEE641-C887-597E-0000-001076D51800}
ProcessId: 5728
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"
Information	10.10.2017 08:05:04	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:05:04.639
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Service Worker\ScriptCache\index-dir\temp-index
CreationUtcTime: 2017-07-13 09:31:27.240
PreviousCreationUtcTime: 2017-10-10 06:05:04.639"
Information	10.10.2017 08:05:04	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:05:03.519
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64351
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 34.199.88.135
DestinationHostname: ec2-34-199-88-135.compute-1.amazonaws.com
DestinationPort: 80
DestinationPortName: http"
Information	10.10.2017 08:05:04	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:05:03.519
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64352
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 34.199.88.135
DestinationHostname: ec2-34-199-88-135.compute-1.amazonaws.com
DestinationPort: 80
DestinationPortName: http"
Information	10.10.2017 08:05:03	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:05:03.518
ProcessGuid: {E4CEE641-C87B-597E-0000-001043571800}
ProcessId: 6752
Image: C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeC2RClient.exe"
Information	10.10.2017 08:05:03	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:05:03.020
ProcessGuid: {E4CEE641-C88F-597E-0000-00108DF01800}
ProcessId: 1544
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
CommandLine: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1348 --primordial-pipe-token=E90060CBBCEF3602403ED4E956C7EA37 --lang=pl --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --device-scale-factor=1 --num-raster-threads=1 --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553 --service-request-channel-token=E90060CBBCEF3602403ED4E956C7EA37 --renderer-client-id=17 --mojo-platform-channel-handle=2472 /prefetch:1
CurrentDirectory: C:\Program Files (x86)\Google\Chrome\Application\59.0.3071.115\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: MD5=D387A06CD4BF5FCC1B50C3882F41A44E,SHA256=34FCB083CD01B1BD89FC467FD3C2CD292DE92F915A5CB43A36EDAED39CE2689A
ParentProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ParentProcessId: 6080
ParentImage: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
ParentCommandLine: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" "
Information	10.10.2017 08:04:59	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:04:58.908
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 64350
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 199.16.156.120
DestinationHostname: 
DestinationPort: 443
DestinationPortName: https"
